0 5.46004 0 14.9731 0
100 5.45318 0.00686584 14.962 0.0110473
200 5.4579 0.00616922 14.9649 0.00699738
300 5.45889 0.0044729 14.9653 0.00496548
400 5.46079 0.00394848 14.9577 0.00851957
500 5.45881 0.00378178 14.9612 0.00780005
600 5.46067 0.00369926 14.9606 0.00662112
700 5.46064 0.00320383 14.9633 0.00633191
800 5.46083 0.0028322 14.9664 0.00637873
900 5.46125 0.00256678 14.9647 0.0059393
1000 5.46082 0.00235996 14.9661 0.00554045
1100 5.46006 0.00228467 14.9683 0.00552836
1200 5.45857 0.00257524 14.9687 0.00510188
1300 5.45979 0.00267408 14.9704 0.00499836
1400 5.45989 0.00249164 14.9703 0.00465331
1500 5.46027 0.00236137 14.9701 0.00435907
1600 5.45957 0.00232641 14.9713 0.00426856
1700 5.46017 0.0022736 14.9715 0.00402869
1800 5.46067 0.00220966 14.9714 0.00381268
1900 5.46078 0.00209901 14.9739 0.00439281
2000 5.46079 0.00199659 14.9739 0.0041784
2100 5.46109 0.00192724 14.9739 0.00398396
2200 5.46115 0.0018423 14.9723 0.00411892
2300 5.46117 0.00176403 14.9721 0.0039487
2400 5.4616 0.00174715 14.9714 0.00385199
2500 5.46177 0.00168691 14.9711 0.00371168
2600 5.46164 0.00162857 14.9715 0.00359354
2700 5.46215 0.00164991 14.9709 0.00350851
2800 5.46203 0.00159684 14.9704 0.00342383
2900 5.46234 0.00157362 14.9697 0.00338446
3000 5.46264 0.00155124 14.97 0.00328289
3100 5.4627 0.00150344 14.9701 0.00318077
3200 5.46181 0.00170776 14.9712 0.00330108
3300 5.46151 0.00168377 14.9718 0.00325328
3400 5.46133 0.00164544 14.9718 0.00315904
3500 5.46158 0.00161922 14.9714 0.00309092
3600 5.4615 0.00157699 14.9717 0.00301781
3700 5.46131 0.00154583 14.9717 0.00293769
3800 5.46152 0.00151907 14.9712 0.00290338
3900 5.46172 0.00149503 14.9711 0.00283073
4000 5.46168 0.00145872 14.9713 0.00276954
4100 5.46145 0.00144249 14.9713 0.00270282
4200 5.46132 0.00141423 14.9722 0.0027862
4300 5.46195 0.00151838 14.9713 0.0028702
4400 5.46222 0.00150836 14.9716 0.00282405
4500 5.46197 0.00149661 14.9723 0.00283701
4600 5.46176 0.00147949 14.9727 0.00280827
4700 5.46184 0.00145098 14.9727 0.00274921
4800 5.46204 0.00143487 14.9724 0.00271391
4900 5.46185 0.00141944 14.9726 0.0026702
5000 5.46212 0.00141794 14.9721 0.0026722
5100 5.46209 0.00139084 14.9725 0.0026519
5200 5.46203 0.00136551 14.9726 0.00260379
5300 5.4621 0.00134169 14.973 0.00258552
5400 5.46222 0.00132277 14.9732 0.00254686
5500 5.46221 0.00129898 14.9734 0.00251138
5600 5.46215 0.00127749 14.9739 0.00250685
5700 5.46204 0.00125958 14.9741 0.00247558
5800 5.46199 0.00123914 14.9745 0.00246742
5900 5.46189 0.00122216 14.9749 0.00245473
6000 5.46161 0.00123575 14.9753 0.00244517
6100 5.46153 0.00121838 14.9754 0.00240599
6200 5.46145 0.00120108 14.9749 0.00241924
6300 5.46133 0.00118814 14.9749 0.00238242
6400 5.4613 0.00117033 14.9751 0.00234879
6500 5.46145 0.0011626 14.9746 0.00235794
6600 5.46145 0.00114511 14.9746 0.00232254
6700 5.46135 0.00113303 14.9745 0.00228855
6800 5.46141 0.0011184 14.9748 0.0022662
6900 5.46126 0.00111274 14.9755 0.00233899
7000 5.46124 0.00109719 14.9757 0.00231596
7100 5.46113 0.00108689 14.9759 0.00229588
7200 5.46084 0.00111173 14.9761 0.00227053
7300 5.4611 0.00112697 14.9753 0.00235918
7400 5.46122 0.00111891 14.9751 0.0023394
7500 5.46106 0.00111589 14.9753 0.00231942
7600 5.46101 0.00110227 14.9752 0.00229145
7700 5.46094 0.00109032 14.9755 0.00228034
7800 5.461 0.00107762 14.9754 0.00225295
7900 5.46077 0.00108694 14.9754 0.00222461
8000 5.46075 0.00107371 14.9755 0.00219864
8100 5.46066 0.00106411 14.9755 0.00217263
8200 5.46074 0.00105431 14.9756 0.00214918
8300 5.46061 0.00105005 14.976 0.00216364
8400 5.46059 0.00103783 14.9762 0.00215073
8500 5.46072 0.00103405 14.976 0.00213361
8600 5.46066 0.00102369 14.9763 0.00212119
8700 5.46069 0.00101231 14.976 0.00210914
8800 5.46077 0.00100417 14.9761 0.00208624
8900 5.46068 0.000996812 14.9761 0.00206296
9000 5.46079 0.000991069 14.9759 0.00205503
9100 5.46064 0.000991416 14.9759 0.00203278
9200 5.46057 0.000983264 14.9758 0.00201325
9300 5.4607 0.000982283 14.9756 0.00199896
9400 5.46062 0.000975248 14.9752 0.00201428
9500 5.4605 0.000972493 14.9753 0.00199414
9600 5.46039 0.000968495 14.9756 0.0019906
9700 5.46044 0.000959592 14.9754 0.00198099
9800 5.46043 0.000949862 14.9755 0.00196911
9900 5.46037 0.000942196 14.9757 0.00195658
