0 5.46023 0 14.9905 0
100 5.46617 0.00594694 14.9745 0.0159811
200 5.46961 0.00485602 14.9769 0.00952006
300 5.46706 0.00427679 14.9813 0.00802495
400 5.46456 0.00415105 14.9768 0.00763858
500 5.4643 0.00339861 14.9714 0.0082455
600 5.45993 0.00523531 14.9729 0.00712811
700 5.45942 0.00456187 14.9745 0.00637041
800 5.45853 0.00412031 14.9752 0.00565812
900 5.45879 0.00369406 14.9763 0.00517688
1000 5.46098 0.00399551 14.9734 0.0054756
1100 5.4589 0.00419814 14.9754 0.00538437
1200 5.45889 0.00386174 14.9737 0.00526055
1300 5.45892 0.00357537 14.9744 0.00493264
1400 5.4591 0.00333337 14.9746 0.00459555
1500 5.45859 0.0031584 14.9756 0.00440065
1600 5.45754 0.00314872 14.9753 0.00414159
1700 5.45861 0.00315635 14.9743 0.00403834
1800 5.45893 0.00300209 14.9736 0.00387115
1900 5.45878 0.00285154 14.9725 0.00385549
2000 5.45861 0.002718 14.9734 0.00378045
2100 5.45782 0.00270984 14.974 0.00366145
2200 5.45794 0.00259231 14.9731 0.00361547
2300 5.45782 0.00248487 14.9736 0.00349142
2400 5.45886 0.00260103 14.9722 0.00362652
2500 5.45879 0.00249996 14.9732 0.00362031
2600 5.45891 0.00240831 14.9744 0.00368209
2700 5.45843 0.00237 14.9753 0.00365999
2800 5.45906 0.00237192 14.9753 0.00353155
2900 5.45849 0.00235962 14.9765 0.00361193
3000 5.45828 0.00229241 14.9764 0.00349352
3100 5.45831 0.00221986 14.9777 0.00359868
3200 5.45814 0.00215851 14.9773 0.00350394
3300 5.4578 0.00212108 14.9789 0.00375488
3400 5.45817 0.00209235 14.9787 0.00365144
3500 5.45823 0.00203439 14.9784 0.00355952
3600 5.45806 0.00198561 14.9778 0.00352776
3700 5.45743 0.00203341 14.977 0.00351467
3800 5.45697 0.00203282 14.9771 0.00342385
3900 5.45692 0.00198198 14.9768 0.00334706
4000 5.4568 0.00193726 14.9763 0.00331008
4100 5.45683 0.00189087 14.9763 0.00323116
4200 5.45695 0.00184998 14.9759 0.00319122
4300 5.45682 0.0018117 14.9764 0.00315877
4400 5.45725 0.00182091 14.9758 0.00314485
4500 5.45687 0.00181915 14.9763 0.00312781
4600 5.45708 0.00179148 14.9761 0.00306811
4700 5.457 0.00175542 14.9763 0.00300747
4800 5.457 0.00171922 14.9766 0.00296515
4900 5.45724 0.00170141 14.976 0.00297347
5000 5.45733 0.00167024 14.9764 0.00294115
5100 5.45726 0.00163947 14.9769 0.00292178
5200 5.4573 0.00160877 14.9771 0.00287368
5300 5.4573 0.0015787 14.9771 0.00282081
5400 5.45743 0.00155569 14.9773 0.00277466
5500 5.45768 0.00154708 14.9776 0.00274141
5600 5.45758 0.0015231 14.9782 0.00276608
5700 5.45769 0.0015008 14.9778 0.00275342
5800 5.45773 0.00147589 14.9783 0.00274733
5900 5.4574 0.00148933 14.9783 0.00270116
6000 5.45775 0.00150514 14.9778 0.00269456
6100 5.45809 0.00152028 14.9773 0.00270627
6200 5.45807 0.0014961 14.9772 0.0026632
6300 5.45823 0.00148104 14.9772 0.00262166
6400 5.45836 0.00146368 14.9775 0.00259914
6500 5.4584 0.00144188 14.9775 0.00255946
6600 5.45851 0.00142461 14.9774 0.00252493
6700 5.4586 0.00140677 14.9768 0.00254954
6800 5.45849 0.00139109 14.9771 0.00252721
6900 5.45861 0.00137609 14.9775 0.00252265
7000 5.45869 0.00135903 14.9773 0.00249426
7100 5.45881 0.00134575 14.9769 0.00249376
7200 5.45882 0.00132723 14.9773 0.00250061
7300 5.45895 0.0013154 14.9776 0.00248033
7400 5.45874 0.00131378 14.9782 0.0025319
7500 5.4587 0.00129704 14.978 0.00251075
7600 5.45897 0.00130744 14.9781 0.00248061
7700 5.45903 0.00129186 14.978 0.00245008
7800 5.45913 0.00127937 14.9774 0.0025057
7900 5.45911 0.00126344 14.9771 0.00248413
8000 5.45909 0.00124791 14.977 0.00245581
8100 5.45899 0.00123676 14.9771 0.00242779
8200 5.45871 0.00125347 14.9777 0.00247319
8300 5.45862 0.00124148 14.9778 0.00244399
8400 5.45873 0.00123198 14.9778 0.00241507
8500 5.45874 0.00121763 14.9776 0.00239373
8600 5.45877 0.00120376 14.9777 0.00237137
8700 5.45879 0.00119023 14.9776 0.00234805
8800 5.45892 0.00118419 14.9775 0.0023254
8900 5.45911 0.0011855 14.9771 0.00232642
9000 5.45909 0.00117251 14.9771 0.00230101
9100 5.45891 0.00117297 14.9771 0.00227587
9200 5.45878 0.00116809 14.9772 0.00225409
9300 5.45874 0.00115629 14.9771 0.00223365
9400 5.45864 0.00114851 14.9772 0.00221241
9500 5.45864 0.0011365 14.9772 0.00219001
9600 5.45868 0.00112522 14.977 0.00217709
9700 5.45862 0.00111514 14.9771 0.00215534
9800 5.45862 0.00110383 14.9772 0.00213694
9900 5.45876 0.00110182 14.9769 0.00213029
