0	33.1962	39.8487	3.1773
1	31.9408	38.8484	3.29256
2	31.5273	38.1317	3.39889
3	31.5273	37.2313	3.41817
4	30.8053	36.6474	3.44313
5	31.1774	36.0326	3.32158
6	31.1859	35.3722	3.44474
7	30.4932	34.806	3.26103
8	30.5237	34.144	3.36772
9	28.2624	33.5874	3.19217
10	28.2624	33.1654	3.12325
11	29.2137	32.8507	3.03953
12	27.8614	32.3676	3.04772
13	27.4198	31.9805	3.03548
14	27.4198	31.5018	2.71833
15	26.4291	31.0112	2.77799
16	26.6185	30.733	2.65209
17	26.0484	30.4281	2.83975
18	26.0484	30.0463	2.80737
19	25.704	29.8417	2.81093
20	25.6747	29.5041	2.72268
21	25.6747	29.3296	2.77195
22	23.3253	29.0124	3.03725
23	25.6747	28.8401	2.92007
24	25.5242	28.6463	2.8398
25	24.7565	28.3615	2.94376
26	24.8143	28.0915	2.66374
27	23.8269	27.8049	2.50943
28	23.8269	27.5237	2.47131
29	23.9418	27.2162	2.33251
30	24.0958	27.1104	2.34259
31	24.1276	26.988	2.46638
32	22.9805	26.6771	2.57672
33	23.6081	26.5497	2.56481
34	23.6081	26.2745	2.61273
35	23.6081	26.1122	2.46927
36	23.2119	25.8506	2.41198
37	23.0335	25.6207	2.46355
38	23.2414	25.4727	2.43155
39	23.2637	25.1488	2.76774
40	23.5287	24.925	2.87588
41	23.5287	24.7954	2.83736
42	22.0887	24.5903	2.61208
43	21.525	24.4101	2.67156
44	21.2256	24.1335	2.57106
45	21.2031	24.0112	2.48702
46	21.5114	23.791	2.52616
47	20.9556	23.6186	2.42219
48	20.9419	23.4385	2.57508
49	19.8101	23.2533	2.58564
50	20.6338	23.1022	2.72483
51	20.9419	22.9777	2.35428
52	19.6292	22.7094	2.14562
53	20.3005	22.6156	2.03513
54	20.1265	22.5745	2.08108
55	19.8819	22.5101	2.06332
56	18.9346	22.2689	2.16555
57	19.0144	22.0357	2.12414
58	19.0144	21.7834	2.15555
59	19.0144	21.5867	2.20515
60	19.2783	21.4052	2.28795
61	19.3832	21.2246	2.27116
62	19.3856	21.217	2.31568
63	19.3856	21.232	2.18178
64	19.5541	21.1656	2.17784
65	19.4033	21.0887	2.27018
66	17.1328	20.9559	2.32342
67	19.4033	20.9708	2.36278
68	19.3856	21.0079	2.42327
69	19.5281	20.9874	2.42218
70	19.1427	20.8159	2.29549
71	19.1427	20.6949	2.45813
72	19.3288	20.5531	2.55002
73	19.4626	20.6063	2.49855
74	18.2025	20.4911	2.50566
75	18.3995	20.4483	2.56612
76	18.5481	20.363	2.51748
77	19.1708	20.2768	2.22336
78	19.1708	20.2458	2.18826
79	19.1852	20.2514	2.24343
80	19.1852	20.1447	2.32536
81	17.7171	20.0267	2.3695
82	19.1852	19.9706	2.23479
83	18.3194	19.9195	2.23427
84	18.5561	19.8038	2.30461
85	18.5561	19.7912	2.31434
86	17.9668	19.6536	2.29587
87	17.6168	19.5202	2.06587
88	17.9806	19.4526	2.16432
89	17.1039	19.3847	2.2914
90	17.1304	19.3572	2.33783
91	17.4115	19.2031	2.24879
92	17.1304	19.1813	2.26025
93	16.9977	19.0554	2.18757
94	17.1304	18.9717	2.24505
95	17.1304	18.8811	2.25485
96	17.1304	18.7963	2.24642
97	16.9695	18.5999	2.06619
98	16.185	18.5163	2.09775
99	17.1304	18.4679	2.22385
100	17.1304	18.4389	2.08511
101	16.0477	18.3205	2.21068
