           0.2   2.77199e-05    2.7103e-05
           0.3    0.00253953   0.000116812
           0.4     0.0533594   0.000581592
           0.5      0.261541   0.000658151
           0.6       0.48883    0.00037442
           0.7      0.525854   0.000272636
           0.8      0.498696   0.000247429
           0.9      0.469626   0.000182102
             1      0.440029   0.000131563
           1.1       0.40963   0.000101336
           1.2      0.379454   8.81819e-05
           1.3      0.350122   7.58786e-05
           1.4      0.322429   6.33748e-05
           1.5      0.296542   5.95996e-05
           1.6      0.272888   5.41522e-05
           1.7      0.251089   4.42168e-05
           1.8      0.231497   4.42921e-05
           1.9      0.213657   3.73563e-05
             2      0.197637   3.44758e-05
           2.1      0.182983   2.89375e-05
           2.2       0.16986   2.85894e-05
           2.3      0.157952   2.65261e-05
           2.4       0.14716   2.51603e-05
           2.5      0.137305    2.4489e-05
           2.6      0.128388   2.09958e-05
           2.7      0.120241   1.97463e-05
           2.8      0.112821   1.88582e-05
           2.9      0.106051   1.63961e-05
             3     0.0998753   1.51704e-05
