           0.2           250   1.32339e-05
           0.3       166.623    0.00330625
           0.4       123.621     0.0206081
           0.5       90.3839     0.0484221
           0.6         56.92     0.0552115
           0.7       31.9495     0.0320717
           0.8         18.63     0.0184689
           0.9       11.8972     0.0101726
             1       8.20738    0.00578399
           1.1       6.06268    0.00400804
           1.2       4.68341    0.00275788
           1.3        3.7497    0.00191438
           1.4       3.09268    0.00137231
           1.5        2.6035    0.00109654
           1.6       2.23486   0.000811942
           1.7       1.94502   0.000761459
           1.8       1.71609   0.000547517
           1.9       1.53025   0.000485423
             2       1.37618   0.000419964
           2.1        1.2472   0.000354569
           2.2       1.13897   0.000311345
           2.3       1.04548   0.000312584
           2.4       0.96565   0.000262685
           2.5      0.895972   0.000211112
           2.6      0.834726   0.000205166
           2.7      0.781214   0.000208763
           2.8      0.733172   0.000179002
           2.9       0.69003   0.000170439
             3      0.652343   0.000160071
