0 0.999969 0
100 1.00019 0.0002199
200 0.999952 0.000268877
300 0.999992 0.000194335
400 0.999994 0.000150541
500 0.999904 0.000152344
600 0.999959 0.000140184
700 0.999953 0.000121565
800 1.00001 0.000119935
900 1 0.000107355
1000 1.00004 0.000102648
1100 0.999992 0.000103193
1200 1.00002 9.98498e-05
1300 0.99999 9.818e-05
1400 1.00001 9.28894e-05
1500 0.999957 0.000100015
1600 0.999977 9.60905e-05
1700 0.999939 9.85753e-05
1800 0.999917 9.56724e-05
1900 0.999898 9.28519e-05
2000 0.999911 8.93484e-05
2100 0.999914 8.52372e-05
2200 0.999902 8.2348e-05
2300 0.99989 7.96629e-05
2400 0.999884 7.66771e-05
2500 0.999928 8.58969e-05
2600 0.99992 8.30572e-05
2700 0.999924 8.01299e-05
2800 0.999934 7.80487e-05
2900 0.999953 7.76465e-05
3000 0.999972 7.75194e-05
3100 0.99999 7.72205e-05
3200 0.999991 7.48445e-05
3300 1 7.33786e-05
3400 0.999992 7.18359e-05
3500 1 7.03141e-05
3600 1.00001 6.85376e-05
3700 0.999989 6.861e-05
3800 1.00002 7.2456e-05
3900 1 7.18234e-05
4000 1.00001 7.0514e-05
4100 1.00001 6.89874e-05
4200 1 6.74568e-05
4300 0.999994 6.6554e-05
4400 0.999991 6.51352e-05
4500 0.999994 6.37638e-05
4600 0.99999 6.25418e-05
4700 0.999998 6.17804e-05
4800 1.00001 6.13632e-05
4900 1.00002 6.07918e-05
5000 1 6.08468e-05
5100 0.999987 6.23622e-05
5200 0.999981 6.13936e-05
5300 0.999978 6.03475e-05
5400 0.999971 5.96956e-05
5500 0.999973 5.86863e-05
5600 0.999981 5.81431e-05
5700 0.999992 5.8115e-05
5800 0.999992 5.71278e-05
5900 0.999997 5.63286e-05
6000 0.999983 5.69756e-05
6100 0.99999 5.64126e-05
6200 0.999987 5.55895e-05
6300 0.999983 5.48258e-05
6400 0.999977 5.43186e-05
6500 0.999985 5.41205e-05
6600 0.999969 5.57742e-05
6700 0.999967 5.50014e-05
6800 0.999958 5.49097e-05
6900 0.999949 5.48957e-05
7000 0.999945 5.42177e-05
7100 0.99994 5.37201e-05
7200 0.99994 5.29791e-05
7300 0.999944 5.23885e-05
7400 0.999951 5.21271e-05
7500 0.999946 5.1661e-05
7600 0.999939 5.14257e-05
7700 0.999939 5.07625e-05
7800 0.999952 5.1758e-05
7900 0.999954 5.11509e-05
8000 0.99996 5.08295e-05
8100 0.99997 5.13688e-05
8200 0.999975 5.09474e-05
8300 0.999984 5.11811e-05
8400 0.99999 5.08607e-05
8500 0.999986 5.03629e-05
8600 0.999993 5.02562e-05
8700 0.999988 4.99212e-05
8800 0.999996 4.99619e-05
8900 0.99999 4.98105e-05
9000 0.99999 4.92621e-05
9100 0.999988 4.87802e-05
9200 0.999985 4.83138e-05
9300 0.999991 4.81166e-05
9400 0.999987 4.77652e-05
9500 0.999989 4.7288e-05
9600 0.999986 4.68501e-05
9700 0.999982 4.65446e-05
9800 0.999977 4.63379e-05
9900 0.999975 4.59638e-05
