0	1001.81	1041.66	47.9865
1	973.013	1020.99	38.977
2	943.137	986.498	48.2225
3	874.395	952.627	45.5275
4	880.036	905.533	49.2887
5	865.113	896.344	27.25
6	832.787	876.297	25.1216
7	804.77	846.414	31.4616
8	789.451	832.427	32.7133
9	789.451	808.899	33.532
10	774.283	799.853	36.8636
11	751.516	785.431	26.9602
12	745.407	766.464	22.7982
13	713.41	759.65	29.6401
14	717.221	741.315	29.5602
15	710.693	730.269	21.1267
16	692.2	718.512	30.462
17	692.002	711.477	26.1247
18	677.371	704.301	25.6107
19	686.942	703.922	29.5978
20	666.708	694.86	28.9826
21	644.091	679.149	29.1393
22	645.016	667.824	31.4287
23	642.525	661.114	28.0703
24	631.651	653.782	43.5974
25	623.904	644.47	27.3217
26	621.702	637.696	27.943
27	606.723	626.093	25.2747
28	588.819	620.978	22.6022
29	583.73	616.078	27.0588
30	583.494	601.334	33.4887
31	582.23	595.613	40.0405
32	582.23	594.175	39.7876
33	574.02	591.704	36.974
34	574.02	588.953	33.3107
35	571.753	584.185	35.2006
36	571.753	583.188	30.8551
37	562.595	577.985	35.0809
38	562.595	573.847	40.7696
39	558.909	572.446	41.9601
40	558.847	570.066	40.6972
41	555.44	569.495	47.6674
42	547.204	565.486	38.0787
43	547.204	563.282	42.6252
44	547.204	559.037	41.9409
45	547.204	558.148	41.5345
46	535.935	557.697	38.8757
47	527.852	551.331	41.3407
48	526.535	539.279	43.8716
49	524.018	536.228	49.2457
50	509.812	528.387	55.3765
51	499.609	519.157	43.437
52	494.669	512.66	46.3396
53	492.626	504.521	22.7552
54	489.545	502.724	20.0947
55	492.626	502.491	23.8348
56	492.626	502.478	13.8375
57	481.75	500.541	33.5791
58	481.75	491.697	27.2268
59	481.75	491.385	25.7531
60	474.678	490.384	28.4381
61	474.678	485.735	27.9828
62	474.678	484.172	24.6329
63	474.678	484.172	18.6113
64	474.678	484.172	27.2697
65	474.678	484.172	34.6
66	474.678	484.172	26.3772
67	474.072	484.017	18.2799
68	474.193	483.92	44.7943
69	474.193	483.677	24.6623
