           1     1.14282     1.14282           0
           2     1.13038      1.1366  0.00439727
           3     1.10643     1.12654  0.00871677
           4     1.10963     1.12231  0.00749351
           5     1.09664     1.11718  0.00755197
           6     1.12427     1.11836  0.00638524
           7     1.11324     1.11763  0.00551474
           8      1.1269     1.11879  0.00494552
           9     1.10645     1.11742  0.00458203
          10     1.10928      1.1166  0.00419543
          11      1.1315     1.11796   0.0040265
          12     1.13464     1.11935  0.00392353
          13     1.11822     1.11926  0.00362268
          14      1.0872     1.11697  0.00402325
          15     1.10326     1.11606  0.00385743
          16     1.11247     1.11583  0.00362286
          17     1.10688     1.11531  0.00344779
          18     1.11134     1.11509  0.00326328
          19       1.113     1.11498  0.00309338
          20     1.11778     1.11512  0.00294189
          21     1.09806      1.1143   0.0029117
          22     1.09493     1.11342  0.00290942
          23     1.11961     1.11369  0.00279531
          24     1.10254     1.11323  0.00271717
          25     1.12444     1.11368  0.00264526
          26     1.13884     1.11464  0.00271481
          27     1.10685     1.11436  0.00262955
          28     1.10701     1.11409  0.00254869
          29     1.11728      1.1142  0.00246318
          30     1.08226     1.11314    0.002601
          31     1.11323     1.11314   0.0025171
          32     1.10259     1.11281  0.00245994
          33     1.08136     1.11186  0.00256341
          34       1.073     1.11072  0.00273095
          35     1.10644     1.11059  0.00265564
          36     1.11968     1.11085  0.00259385
          37     1.11473     1.11095  0.00252587
          38     1.08874     1.11037  0.00252611
          39     1.10116     1.11013  0.00247233
          40     1.11514     1.11026  0.00241369
          41     1.09126     1.10979  0.00239889
          42     1.13075     1.11029   0.0023931
          43     1.10534     1.11018  0.00234022
          44      1.1007     1.10996  0.00229692
          45      1.0947     1.10962  0.00227077
          46     1.10848      1.1096  0.00222154
          47     1.12146     1.10985  0.00218857
          48     1.10311     1.10971  0.00214747
          49     1.11679     1.10985  0.00210851
          50     1.10828     1.10982  0.00206657
          51     1.12562     1.11013  0.00204914
          52     1.12378     1.11039  0.00202648
          53     1.12112      1.1106  0.00199832
          54     1.10807     1.11055  0.00196186
          55     1.10211      1.1104  0.00193219
          56     1.08137     1.10988  0.00196597
          57     1.11631     1.10999  0.00193471
          58     1.11342     1.11005  0.00190226
          59     1.11544     1.11014   0.0018722
