           1     1.24854     1.24854           0
           2     1.21625     1.23239   0.0114164
           3     1.19807     1.22095   0.0120494
           4     1.20913       1.218  0.00939245
           5     1.20423     1.21524  0.00790722
           6     1.17108     1.20788  0.00941053
           7     1.20631     1.20766  0.00806885
           8     1.20188     1.20694  0.00709251
           9      1.2064     1.20688   0.0063047
          10     1.23297     1.20949  0.00619077
          11     1.20294     1.20889  0.00565649
          12     1.18936     1.20726  0.00541429
          13     1.18258     1.20536   0.0053203
          14     1.19522     1.20464   0.0049894
          15     1.19539     1.20402  0.00469473
          16     1.19525     1.20347  0.00443323
          17     1.19029      1.2027   0.0042397
          18     1.21277     1.20326  0.00404093
          19     1.19676     1.20292  0.00384271
          20     1.19651      1.2026  0.00366389
          21     1.20298     1.20261  0.00348946
          22     1.22155     1.20348  0.00343534
          23      1.2267     1.20448  0.00343113
          24     1.19632     1.20414  0.00330501
          25     1.18747     1.20348  0.00323944
          26     1.18779     1.20287  0.00317056
          27     1.20805     1.20307  0.00305891
          28     1.20431     1.20311  0.00294999
          29     1.17322     1.20208  0.00302297
          30     1.21497     1.20251  0.00295261
          31     1.20476     1.20258  0.00285825
          32     1.17849     1.20183   0.0028664
          33     1.20909     1.20205  0.00278798
          34     1.20288     1.20207  0.00270609
          35     1.19523     1.20188  0.00263582
          36     1.19524     1.20169  0.00256904
          37     1.19364     1.20148  0.00250882
          38     1.20197     1.20149  0.00244283
          39     1.22055     1.20198  0.00242859
          40     1.21765     1.20237  0.00239925
          41     1.18984     1.20206  0.00236011
          42     1.20027     1.20202  0.00230431
          43     1.22046     1.20245  0.00229029
          44       1.216     1.20276  0.00225884
          45     1.20191     1.20274  0.00220872
          46     1.19555     1.20258  0.00216622
          47     1.20546     1.20264    0.002121
          48     1.17808     1.20213  0.00213764
          49     1.21375     1.20237  0.00210711
          50     1.18029     1.20193  0.00211073
          51     1.20313     1.20195  0.00206947
          52       1.191     1.20174  0.00204036
          53     1.20689     1.20184  0.00200417
          54     1.20015     1.20181   0.0019673
          55     1.16462     1.20113  0.00204445
          56      1.1964     1.20105  0.00200968
          57     1.21522     1.20129  0.00198975
          58     1.18466     1.20101    0.001976
          59     1.21237      1.2012  0.00195187
          60     1.19694     1.20113  0.00192063
          61     1.17694     1.20073  0.00192964
          62     1.20424     1.20079  0.00189935
          63     1.18313     1.20051  0.00188978
          64      1.2096     1.20065  0.00186558
          65     1.18525     1.20041  0.00185187
          66      1.1956     1.20034  0.00182524
          67     1.20752     1.20045  0.00180114
          68     1.20903     1.20057  0.00177908
          69     1.18359     1.20033  0.00177024
          70     1.19553     1.20026  0.00174627
          71     1.19913     1.20024  0.00172175
          72      1.1933     1.20015  0.00170054
          73     1.19376     1.20006  0.00167949
          74     1.18431     1.19985  0.00167023
          75     1.21047     1.19999  0.00165395
          76     1.19906     1.19998  0.00163223
          77        1.18     1.19972  0.00163153
