1	1.1003	0.0015	1.1003	0.727016
2	0.762431	-nan	0.424566	0.610744
3	0.513436	-nan	0.0154453	0.172746
4	0.345026	-nan	-0.160202	0.167331
5	0.23609	-nan	-0.199655	0.0672487
6	0.153282	-nan	-0.260758	0.0327486
7	0.0813059	-nan	-0.350551	0.0333168
8	0.0182138	-nan	-0.423431	0.0191336
9	-0.0311167	-nan	-0.42576	0.00894086
10	-0.0649291	-nan	-0.369241	0.0352257
11	-0.0927799	-nan	-0.371288	0.0275184
12	-0.115639	-nan	-0.367095	0.0454241
13	-0.139577	-nan	-0.426823	0.00892227
14	-0.158073	-nan	-0.398519	0.0112082
15	-0.174675	-nan	-0.407105	0.0192793
16	-0.189843	-nan	-0.417373	0.0308491
17	-0.204519	-nan	-0.439334	0.00291795
18	-0.217564	-nan	-0.439318	0.00402751
19	-0.228322	-nan	-0.421966	0.0148094
20	-0.238566	-nan	-0.433217	0.0130531
21	-0.246447	-nan	-0.404058	0.0174607
22	-0.254839	-nan	-0.431078	0.00485759
23	-0.262343	-nan	-0.427417	0.0176141
24	-0.269258	-nan	-0.428319	0.0116797
25	-0.276099	-nan	-0.440267	0.00776003
26	-0.282304	-nan	-0.437435	0.00766704
27	-0.2879	-nan	-0.433394	0.0168774
28	-0.292558	-nan	-0.418321	0.0105077
29	-0.297528	-nan	-0.436707	0.00418589
30	-0.301583	-nan	-0.419151	0.0251069
31	-0.305812	-nan	-0.432692	0.00951993
32	-0.308925	-nan	-0.405417	0.0260819
33	-0.312617	-nan	-0.430774	0.0112918
34	-0.31604	-nan	-0.428985	0.00628896
35	-0.319218	-nan	-0.42729	0.00726446
36	-0.322299	-nan	-0.43012	0.00750249
37	-0.325191	-nan	-0.429308	0.0106202
38	-0.327885	-nan	-0.42755	0.0120169
39	-0.330674	-nan	-0.436675	0.00730644
40	-0.333127	-nan	-0.428791	0.00786085
41	-0.33551	-nan	-0.430826	0.00358877
42	-0.337877	-nan	-0.434937	0.00847083
43	-0.339771	-nan	-0.41931	0.00553353
44	-0.341792	-nan	-0.428677	0.00503952
45	-0.343688	-nan	-0.427153	0.00388114
46	-0.345579	-nan	-0.430661	0.00995371
47	-0.347605	-nan	-0.440814	0.00473682
48	-0.349527	-nan	-0.439846	0.00662124
49	-0.351227	-nan	-0.432809	0.0083905
50	-0.352998	-nan	-0.439802	0.00359813
51	-0.35471	-nan	-0.44031	0.00314693
52	-0.356075	-nan	-0.425659	0.00669782
53	-0.357571	-nan	-0.435369	0.00522196
54	-0.358922	-nan	-0.430516	0.0103935
55	-0.360226	-nan	-0.430668	0.0129246
56	-0.361608	-nan	-0.437615	0.00363883
